#catcowhorse
#cathorse
#babooncatchimpcowgibbonhorsehumanmacaquemarmosetmouseorangrat
#babooncatchimpcowgibbonhorsehumanmacaquemarmosetorang
#macaque
#cat
#horse
#cow
#baboonchimpgibbonhumanmacaquemarmosetorang
#baboonchimpgibbonhumanmacaqueorang
#chimpgibbonhumanorang
#chimphumanorang
#chimphuman
#chimp
#human
#orang
#gibbon
#baboonmacaque
#baboon
#marmoset
#mouserat
#rat
#mouse
44	43	41	43	45	37	45	56	47	47	47	48	52	56	55	50	45	47	47	57	40	46	50	1
46	48	53	47	58	54	59	40	52	59	58	58	58	58	59	55	58	57	60	47	55	62	47	1
41	42	47	45	38	43	45	43	34	34	34	33	29	28	25	37	35	36	39	29	45	45	50	1
30	28	23	24	36	24	35	27	31	33	33	32	35	33	37	33	35	38	37	26	17	18	14	1
72	76	85	76	72	55	66	60	75	77	82	80	81	77	80	80	81	74	77	76	74	61	73	1
77	76	67	73	72	99	58	77	65	67	69	68	72	73	71	62	72	71	72	74	61	65	57	1
1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
98	99	97	97	88	90	91	99	98	86	91	90	87	87	86	88	93	88	86	99	91	85	97	1
52	47	54	50	49	55	55	54	46	48	48	49	47	46	44	49	52	49	51	56	60	57	57	1
8	6	18	12	13	6	4	10	15	15	15	14	13	13	14	11	12	13	13	11	29	34	25	1
96	98	93	92	94	71	99	99	99	99	94	96	99	95	97	93	98	92	90	91	99	99	88	1
99	98	86	99	99	99	96	97	99	96	97	95	90	89	87	97	91	99	97	99	86	82	99	1
70	66	72	77	77	66	63	62	76	71	69	69	61	62	58	69	63	75	76	86	85	73	72	1
87	91	93	93	96	77	88	89	96	99	99	99	99	99	99	95	99	97	93	99	89	94	99	1
59	60	48	54	60	63	60	62	54	55	56	53	55	56	53	49	53	58	59	48	52	49	44	1
74	74	72	81	99	68	65	68	85	94	91	91	94	98	91	89	92	96	94	88	75	82	82	1
87	88	99	99	77	91	96	95	93	85	89	87	84	83	84	86	91	78	81	95	82	89	87	1
52	51	56	54	63	46	53	39	64	63	67	68	68	68	67	65	64	64	61	68	55	55	49	1
15	14	14	18	18	10	4	21	15	17	18	18	17	15	19	19	15	19	23	15	16	16	19	1
67	66	56	64	54	58	75	57	68	66	65	65	65	66	66	65	65	55	53	71	54	49	56	1
3	3	4	3	1	2	2	0	1	1	1	2	2	2	2	2	1	1	1	1	1	1	0	1
32	30	25	26	20	37	24	38	23	22	22	22	23	26	25	19	17	18	20	16	23	19	20	1
81	77	73	79	83	76	74	80	81	86	87	85	88	89	84	93	87	84	88	92	58	66	66	1
49	52	48	43	35	41	60	66	43	34	32	31	32	31	33	26	34	33	32	44	52	63	54	1
37	33	36	38	28	53	30	48	30	28	30	29	27	28	27	23	31	32	34	26	39	33	47	1
29	28	23	25	21	28	22	35	21	18	18	19	19	19	20	22	17	22	21	18	20	25	21	1
1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
38	36	50	46	49	34	30	36	51	46	40	39	40	40	40	37	38	46	48	47	47	51	46	1
56	60	66	57	51	71	63	50	51	49	49	49	48	48	50	49	56	50	55	56	62	62	59	1
99	99	99	99	92	99	99	84	99	96	97	93	96	96	99	92	99	90	88	99	68	74	67	1
62	59	58	58	63	50	66	76	59	57	55	54	49	47	50	55	52	59	61	63	64	60	66	1
15	16	23	19	12	21	14	13	24	21	23	23	26	29	26	24	26	18	17	22	12	10	7	1
8	8	7	8	4	8	6	7	6	6	5	5	5	6	5	8	4	5	4	6	2	1	1	1
73	71	56	61	66	78	61	74	68	67	68	68	72	71	68	64	71	65	67	74	53	56	46	1
82	81	76	73	75	81	63	98	74	68	63	62	59	58	56	60	68	74	74	71	77	83	75	1
43	44	40	43	40	43	41	44	50	44	45	44	38	35	39	39	52	42	39	52	35	33	38	1
91	92	94	95	99	83	99	61	99	99	98	98	93	90	97	97	99	99	98	99	95	94	99	1
89	83	90	91	76	90	81	93	73	77	76	76	71	66	73	79	68	77	77	59	87	88	99	1
91	93	86	95	91	90	97	97	99	92	91	91	91	91	89	98	84	89	89	99	97	97	99	1
26	25	25	26	24	34	37	21	24	24	22	21	22	23	22	21	22	24	28	18	13	12	11	1
39	39	29	39	38	43	59	38	39	39	36	35	31	30	28	29	36	38	39	40	26	26	23	1
37	38	40	44	42	34	27	44	41	41	38	37	45	46	42	44	36	42	41	44	40	42	44	1
12	11	15	15	16	7	13	15	14	12	14	14	13	14	13	13	14	15	15	12	19	18	17	1
20	22	16	19	30	19	11	21	23	24	23	23	24	24	24	23	21	29	28	20	26	33	30	1
56	58	61	56	72	44	50	42	64	65	64	65	63	62	66	63	69	68	66	56	66	71	68	1
64	64	84	76	86	73	57	73	83	78	79	76	77	76	74	80	79	86	89	84	93	84	92	1
27	26	43	35	33	16	22	24	39	33	36	38	34	34	35	36	35	33	36	40	31	29	33	1
20	20	12	17	8	18	22	15	12	14	15	15	16	17	15	13	13	9	8	16	7	8	8	1
30	29	24	23	31	36	40	34	32	31	31	32	30	28	29	35	29	30	33	34	23	27	29	1
43	46	50	51	54	50	39	50	59	63	63	62	65	66	63	65	62	57	59	74	44	52	40	1
41	42	51	45	41	49	33	37	41	46	44	46	51	49	51	43	51	45	45	44	61	53	69	1
29	34	28	29	17	38	31	44	20	18	17	16	16	17	14	16	15	17	17	17	26	27	30	1
71	70	68	70	67	73	53	54	69	64	69	67	68	72	70	78	75	69	66	60	73	61	65	1
61	61	70	64	52	65	66	66	54	52	52	53	57	59	56	59	56	55	57	62	77	82	81	1
38	38	34	37	44	56	44	42	40	44	46	48	45	44	45	51	37	46	46	39	24	23	26	1
13	13	19	14	19	9	8	12	19	21	19	19	19	20	19	18	19	20	19	16	15	15	17	1
43	43	50	42	41	38	35	52	40	40	41	41	43	41	44	45	41	40	41	35	43	42	48	1
99	96	96	97	93	99	86	93	99	99	94	91	90	90	89	91	93	99	93	92	99	90	99	1
99	98	93	99	99	98	94	99	99	99	98	97	99	99	93	99	99	99	99	77	73	73	70	1
4	3	3	3	2	3	6	2	2	1	1	1	1	1	1	1	0	1	1	3	4	1	5	1
89	91	79	82	86	87	99	97	80	78	74	80	78	75	78	76	73	88	88	72	55	46	61	1
22	21	30	25	34	16	23	13	32	34	36	36	37	37	40	36	35	33	33	31	14	15	20	1
70	74	87	79	79	72	76	55	77	79	83	84	87	84	89	84	79	81	77	72	99	99	92	1
72	73	88	83	57	58	72	99	69	63	68	67	64	67	65	70	76	58	60	74	78	96	78	1
84	82	84	89	95	99	74	82	98	99	99	96	99	97	96	95	95	95	92	98	89	78	82	1
35	34	43	42	34	40	42	24	31	35	35	36	33	34	34	35	33	35	37	33	33	27	38	1
87	83	89	89	87	66	84	89	95	97	99	97	99	95	99	98	93	87	89	99	89	89	90	1
70	67	61	67	59	48	70	79	58	61	62	63	59	60	60	64	60	60	57	59	86	79	87	1
1	1	1	1	1	0	0	1	1	1	2	2	2	2	2	3	3	1	1	0	2	1	3	1
73	72	72	71	94	78	79	88	76	85	85	84	82	79	81	82	85	90	90	68	62	64	62	1
49	44	55	48	50	50	35	41	49	48	44	41	38	37	39	44	42	48	50	54	44	52	36	1
29	31	30	30	29	29	42	18	31	32	32	33	31	31	31	31	34	28	29	26	37	32	44	1
89	88	85	89	80	88	82	79	93	88	86	84	85	82	85	85	81	83	85	99	78	73	76	1
56	56	66	67	59	51	64	59	56	44	44	45	45	49	44	48	41	53	53	49	69	70	73	1
57	59	60	54	61	56	58	63	57	60	57	56	58	59	58	57	55	61	64	55	44	50	47	1
84	85	86	95	91	96	83	96	94	83	83	84	86	85	82	81	79	86	85	99	92	99	92	1
50	47	56	52	50	55	40	50	62	56	54	55	52	55	53	56	57	50	49	67	52	56	58	1
19	19	15	15	10	19	16	19	12	11	9	9	9	8	9	10	9	9	10	17	26	29	27	1
81	82	79	80	82	70	97	79	79	81	79	76	77	80	77	81	78	85	84	74	86	87	87	1
32	33	35	35	32	30	23	36	32	35	34	35	35	38	40	34	33	35	36	32	38	38	31	1
72	75	64	65	60	80	70	59	62	68	69	71	67	67	65	67	65	69	69	61	61	59	59	1
16	17	12	14	11	21	16	15	13	16	16	18	19	19	19	16	16	13	12	18	7	7	5	1
21	22	23	20	23	19	16	15	22	22	22	22	21	21	20	23	25	23	23	23	21	23	19	1
80	79	85	85	96	80	74	74	89	95	95	99	99	97	97	99	93	99	99	87	82	80	84	1
57	56	69	59	50	59	61	72	45	45	43	43	44	44	42	49	47	48	47	48	65	66	78	1
50	53	54	43	44	46	64	45	45	43	47	48	49	47	48	47	44	42	42	56	53	41	44	1
56	58	50	49	54	53	53	58	52	57	57	58	61	61	64	60	60	57	58	48	55	63	57	1
12	10	21	15	14	14	10	5	13	13	11	11	11	13	10	12	11	14	13	12	20	20	18	1
86	89	96	89	99	83	99	73	99	99	99	96	99	99	99	96	99	96	99	87	93	99	85	1
17	19	22	18	13	23	19	15	15	12	12	12	12	12	13	12	13	14	14	18	18	15	21	1
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
71	71	70	73	85	88	79	66	66	78	74	77	71	68	72	67	71	82	82	57	59	64	53	1
16	16	10	17	18	22	16	15	13	12	11	12	12	12	13	12	14	18	16	18	9	7	9	1
4	4	4	4	6	3	1	4	4	5	5	5	4	4	4	5	5	5	5	3	4	4	2	1
22	21	32	23	35	20	20	15	33	34	35	35	32	30	33	32	36	33	32	38	58	58	54	1
7	8	8	9	5	8	14	5	5	5	5	5	5	5	5	4	5	5	5	1	12	12	15	1
90	87	83	97	90	99	83	69	99	99	97	97	90	87	99	99	95	91	93	92	68	65	74	1
26	25	35	32	47	16	24	24	40	47	45	47	44	43	45	47	44	48	49	32	32	36	25	1
37	35	44	41	40	38	46	34	47	45	42	40	39	39	37	42	46	39	36	56	52	50	54	1
54	52	54	50	67	54	51	49	65	62	61	60	60	60	55	59	65	66	61	75	81	81	70	1
40	38	37	41	37	37	37	28	37	41	42	42	43	46	41	39	40	37	37	36	47	40	46	1
65	64	59	55	66	80	90	57	68	68	66	67	71	70	69	66	66	68	66	56	75	66	69	1
67	66	81	69	58	66	80	77	66	58	57	58	52	53	53	49	61	58	55	61	79	80	77	1
2	2	4	6	4	0	1	5	2	2	2	2	2	2	2	2	2	4	4	2	4	3	3	1
38	39	42	43	45	30	33	23	44	47	47	47	49	48	49	52	44	47	46	45	50	57	44	1
29	27	34	32	28	35	35	33	31	28	32	30	29	30	27	30	34	29	28	25	20	20	20	1
21	19	13	19	39	14	13	23	30	38	40	39	37	40	36	36	42	40	41	33	13	12	17	1
63	63	79	67	71	58	60	67	63	69	67	66	67	66	67	68	74	69	71	69	99	99	83	1
49	50	59	50	62	47	42	48	62	63	62	56	58	61	57	53	63	65	67	80	65	55	65	1
57	62	71	70	63	54	69	64	61	61	64	63	69	69	70	59	74	62	61	62	72	66	81	1
17	17	13	15	17	21	17	17	15	16	14	12	12	10	11	12	16	15	15	16	20	17	18	1
37	39	51	41	40	45	38	36	38	40	39	37	37	39	39	31	39	39	39	37	44	45	46	1
2	1	2	2	2	1	0	2	2	2	3	3	3	3	3	4	3	2	2	2	0	0	0	1
16	19	28	22	42	22	19	15	42	38	34	34	34	32	33	35	36	40	41	39	23	24	24	1
2	2	2	1	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
99	98	82	90	98	99	99	99	99	95	93	90	86	87	88	91	94	97	95	99	85	92	79	1
70	73	72	66	48	86	84	63	57	46	48	51	55	53	56	52	51	46	43	58	90	94	88	1
73	68	76	76	92	56	68	75	81	78	81	84	80	82	82	93	89	86	88	92	92	99	93	1
69	66	65	65	61	61	76	73	59	59	54	55	57	54	59	53	55	60	60	59	72	66	68	1
30	29	31	34	36	32	39	24	35	39	40	38	39	41	39	38	40	40	40	34	38	39	35	1
28	30	36	30	36	34	33	25	30	34	35	34	31	33	33	44	30	34	35	31	36	37	25	1
7	7	16	10	9	2	7	3	14	12	11	14	14	13	15	12	11	11	10	14	9	4	8	1
52	56	68	59	56	77	66	53	59	58	58	58	58	56	58	53	56	57	58	58	73	79	67	1
49	49	47	52	66	57	47	69	65	64	63	60	60	59	56	59	69	64	64	56	43	46	46	1
40	38	54	53	57	42	40	41	50	49	51	50	51	50	47	46	49	57	58	37	41	31	32	1
99	99	94	94	86	94	97	99	99	93	92	90	86	86	89	93	85	89	92	97	99	90	98	1
22	22	16	23	19	22	14	21	24	21	21	20	17	15	17	20	23	19	18	22	20	21	16	1
89	88	85	85	91	93	90	99	86	89	87	87	83	85	79	83	82	92	93	93	80	84	75	1
51	51	46	51	47	49	53	57	44	42	46	47	53	52	52	48	43	48	48	43	45	40	45	1
82	80	81	84	82	99	99	63	79	82	80	78	75	77	76	82	80	86	86	79	62	67	71	1
99	99	92	95	94	99	97	93	93	94	98	96	99	95	95	99	92	93	92	94	99	91	90	1
60	63	56	58	78	68	52	58	64	70	68	68	71	69	70	66	68	75	74	75	67	65	55	1
16	16	13	16	10	15	23	32	13	10	9	10	11	9	11	12	9	9	10	15	15	20	12	1
76	82	63	77	77	95	89	92	83	78	84	84	86	85	92	85	83	75	75	75	63	64	67	1
33	31	42	40	48	25	37	40	48	51	57	59	56	60	57	64	62	51	53	38	49	45	38	1
4	4	5	4	4	1	2	3	4	5	4	3	3	3	3	3	3	4	3	7	5	2	6	1
70	68	63	62	53	69	76	62	58	52	50	51	53	53	55	56	56	52	49	58	64	61	68	1
81	83	89	82	71	86	83	89	72	72	72	73	73	74	71	71	77	72	69	67	71	73	62	1
43	43	55	42	31	48	47	31	39	33	35	35	35	35	33	41	34	31	32	47	82	81	73	1
66	67	74	69	69	69	65	77	73	66	71	72	73	73	73	71	72	69	68	69	90	99	89	1
73	75	68	77	82	72	61	77	74	74	77	78	81	80	79	76	74	83	81	77	49	53	42	1
61	64	66	64	69	74	67	53	70	71	72	73	76	75	72	78	66	70	73	62	59	55	57	1
1	1	1	1	9	3	1	0	3	3	2	2	2	1	2	2	2	7	8	3	2	1	2	1
70	68	68	72	71	57	62	64	69	69	70	73	68	63	71	76	62	73	71	63	50	45	49	1
9	9	9	9	8	8	7	5	7	7	8	9	7	8	6	8	7	7	8	6	14	19	12	1
27	25	19	21	37	35	19	23	41	39	40	40	42	40	45	36	38	36	33	34	24	16	20	1
68	69	83	72	71	81	60	50	78	72	70	70	66	65	65	67	72	71	70	86	78	78	83	1
8	9	7	7	4	6	12	3	2	3	3	3	2	2	3	3	4	4	4	1	6	6	6	1
69	74	71	75	68	68	74	78	78	70	71	69	72	72	71	71	72	68	70	77	75	77	74	1
78	76	68	78	84	71	80	75	86	81	89	89	87	92	89	94	93	80	79	87	75	84	85	1
33	32	35	34	37	44	27	37	35	38	36	36	35	35	37	43	38	39	40	30	34	37	44	1
95	94	99	95	97	86	99	99	99	99	99	99	96	93	95	98	99	99	95	99	99	98	96	1
24	20	26	26	26	23	11	18	21	23	21	21	20	20	21	18	21	25	25	18	12	13	12	1
65	65	67	65	49	68	66	52	58	50	50	51	50	50	50	49	51	52	53	53	61	58	79	1
37	38	35	33	28	33	34	51	29	33	33	33	32	30	31	38	31	33	34	26	30	25	33	1
56	56	52	53	77	59	56	59	66	70	71	70	71	70	71	77	70	74	78	65	45	37	49	1
20	19	26	22	19	15	30	20	22	19	18	17	19	20	20	16	17	20	23	14	35	34	36	1
79	78	67	75	96	83	84	90	91	95	96	94	89	92	88	87	94	99	99	99	51	47	55	1
28	28	28	27	16	31	29	27	28	20	16	16	17	17	16	16	15	17	18	25	26	28	28	1
49	49	38	37	41	52	50	50	41	45	44	43	43	44	45	38	40	44	42	47	47	48	34	1
92	88	90	87	81	93	92	88	73	71	65	65	64	64	62	70	61	79	78	66	79	71	65	1
57	57	65	60	58	52	55	53	52	60	59	59	61	61	59	58	63	57	59	58	49	48	39	1
99	91	90	99	97	97	68	87	99	93	90	88	87	88	87	92	80	95	94	90	92	99	88	1
4	4	9	4	10	5	4	3	6	10	10	10	10	10	10	10	11	10	11	6	5	5	2	1
84	85	69	84	97	93	99	93	80	83	79	78	77	79	74	86	75	92	93	85	70	63	65	1
69	70	73	65	40	82	73	61	49	45	43	40	41	43	42	40	45	41	43	49	79	80	82	1
23	23	19	21	14	25	21	21	17	17	17	17	17	16	16	13	17	15	16	15	24	25	17	1
45	43	50	47	48	45	33	49	44	45	44	41	40	43	41	43	42	49	52	39	55	49	53	1
70	71	64	68	79	81	67	81	71	80	84	88	86	82	87	86	87	87	83	82	60	48	61	1
17	17	22	18	12	16	13	18	14	13	9	10	13	13	14	9	9	12	12	13	23	22	30	1
50	53	45	54	42	66	49	58	50	48	47	47	48	50	51	51	47	43	43	68	38	31	41	1
76	73	74	75	73	85	93	75	74	73	72	72	73	72	72	80	68	74	74	64	99	97	79	1
85	82	69	77	69	68	79	72	72	72	75	77	73	78	75	71	74	69	72	74	57	52	68	1
29	29	36	30	28	28	40	31	29	28	29	28	27	28	27	29	32	29	30	30	31	33	29	1
4	4	6	5	14	6	1	2	10	9	8	7	7	7	7	7	8	12	10	8	4	6	4	1
99	97	98	99	93	85	95	99	97	91	89	90	88	91	89	89	84	92	91	99	91	80	83	1
99	95	89	99	91	99	96	94	89	87	93	91	87	85	85	91	88	90	89	89	64	61	55	1
94	95	98	95	93	77	99	87	91	97	96	95	94	94	91	99	99	94	97	90	95	84	99	1
67	67	59	71	83	71	71	86	75	86	80	77	77	78	74	74	89	86	85	80	58	71	67	1
84	82	80	78	72	88	87	89	68	72	72	70	64	67	66	72	77	71	75	69	66	68	69	1
58	56	60	57	76	55	30	71	71	80	83	82	85	81	82	82	86	77	75	68	56	48	49	1
50	50	50	40	45	55	62	41	47	47	49	48	45	49	46	44	53	48	49	64	64	68	55	1
54	53	55	54	49	59	57	59	45	48	51	50	52	52	55	52	52	51	50	58	51	48	53	1
74	73	79	78	85	74	87	68	77	79	78	81	78	80	79	85	77	84	82	63	75	79	87	1
34	35	44	36	49	32	37	37	39	51	50	48	46	47	47	44	55	47	46	33	59	48	65	1
71	72	66	71	81	69	78	77	78	77	78	80	82	81	80	79	72	82	82	98	68	59	71	1
55	58	61	65	58	58	54	79	64	63	66	65	68	68	69	66	63	62	65	59	68	64	67	1
13	12	18	14	12	12	15	10	9	11	14	15	17	18	17	14	16	12	12	5	17	14	18	1
52	48	63	53	64	38	44	47	61	62	64	68	72	66	72	70	62	63	62	59	63	55	67	1
85	85	68	74	95	82	89	86	86	91	88	91	89	87	85	91	88	98	96	96	50	45	48	1
91	96	85	91	87	93	99	86	99	99	94	95	99	99	96	95	89	88	87	99	88	89	74	1
25	27	36	31	28	23	23	31	28	28	27	26	30	29	30	28	27	27	27	23	37	33	34	1
8	8	13	9	4	7	9	6	5	4	4	4	4	4	4	4	3	5	5	8	5	5	5	1
25	27	29	33	24	26	28	12	23	25	24	23	21	21	21	25	26	26	24	28	26	25	25	1
68	66	57	68	43	86	74	59	46	44	45	46	45	45	44	50	45	42	43	45	69	66	59	1
63	65	64	68	55	72	60	66	60	62	57	55	53	52	50	47	56	56	53	69	67	68	61	1
4	4	7	7	4	2	6	11	4	3	2	2	2	2	2	2	2	4	4	6	7	9	1	1
65	62	68	69	76	74	57	43	69	74	71	68	72	73	71	70	73	73	75	64	58	59	64	1
35	35	35	41	49	30	36	35	47	45	45	45	45	46	44	49	46	48	50	53	38	38	33	1
50	50	56	53	50	44	29	57	51	52	53	52	53	52	53	49	56	50	49	54	45	54	57	1
51	53	62	50	54	59	50	53	48	54	56	57	54	53	47	54	52	53	55	51	59	46	54	1
40	40	36	37	30	33	30	35	34	28	27	27	27	23	25	32	28	28	28	32	24	27	22	1
27	28	27	23	22	41	30	26	21	22	23	26	26	25	25	26	23	22	23	25	19	22	27	1
4	4	7	4	1	0	6	6	1	1	1	1	1	1	1	0	1	1	1	1	3	2	4	1
16	15	12	13	12	12	17	11	12	12	11	11	12	12	12	12	11	13	13	17	13	13	11	1
2	2	1	1	2	1	0	2	1	1	1	1	1	1	1	0	1	2	3	1	0	0	0	1
11	11	8	13	17	7	14	11	17	16	17	17	16	16	18	17	15	16	16	21	5	3	4	1
35	34	29	26	21	37	47	41	14	14	15	17	18	18	17	17	11	19	20	14	25	24	25	1
14	12	11	13	19	13	8	21	17	16	15	14	13	13	14	13	15	18	17	20	12	14	17	1
47	50	49	43	35	40	52	45	41	36	40	39	40	36	41	42	45	37	36	45	47	57	48	1
1	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	1
57	57	57	59	54	63	60	51	52	53	56	58	53	51	53	61	55	55	55	67	63	63	62	1
49	48	35	38	39	55	46	46	39	42	40	39	37	38	42	42	31	39	41	33	34	25	35	1
17	16	20	18	17	18	23	13	17	17	18	17	17	15	19	19	17	17	17	19	27	26	30	1
45	48	43	46	50	40	42	33	48	46	47	49	50	53	50	50	43	54	56	41	42	48	32	1
58	58	64	61	64	82	71	53	70	68	63	63	65	58	66	71	57	66	68	66	82	85	91	1
20	21	18	18	8	22	22	29	12	12	15	15	16	16	16	16	17	11	12	15	22	27	22	1
5	6	2	3	4	13	7	3	6	5	4	4	3	4	2	5	5	4	4	6	9	8	13	1
62	60	63	66	40	64	49	36	64	50	50	49	54	54	52	50	52	44	46	65	52	56	54	1
57	59	47	56	56	51	58	52	48	52	50	51	47	46	47	48	49	58	62	40	37	36	33	1
93	92	92	99	97	99	99	99	99	99	99	99	97	95	93	99	99	96	98	89	98	89	99	1
66	66	59	66	71	50	65	69	58	65	69	73	69	67	71	68	62	69	69	61	47	51	52	1
31	29	27	33	23	29	20	25	28	26	28	27	28	28	26	25	23	24	26	25	23	18	18	1
2	2	4	3	5	1	2	2	2	2	2	2	2	2	2	2	2	4	4	0	5	7	3	1
9	9	3	7	8	6	12	11	7	9	10	11	9	9	8	12	9	9	9	8	5	4	5	1
21	21	17	17	18	21	20	21	14	13	14	14	13	12	13	11	17	16	17	17	29	30	36	1
8	8	5	6	10	10	9	3	6	8	8	7	8	9	8	6	8	10	9	4	8	7	8	1
47	47	44	50	56	54	36	44	55	56	54	54	54	55	52	52	56	58	57	60	27	23	26	1
28	27	29	27	22	36	32	27	31	27	25	25	24	24	24	25	32	24	23	32	31	40	35	1
42	42	34	40	24	29	55	37	30	27	28	28	30	34	29	29	28	23	23	32	23	20	18	1
66	65	71	71	58	67	64	80	64	63	64	62	59	57	57	57	63	59	56	65	54	45	62	1
63	67	60	63	64	64	56	67	62	60	62	67	67	63	68	58	71	64	65	72	62	69	52	1
73	71	73	77	58	88	67	84	59	58	60	61	66	67	63	55	58	59	56	60	88	81	80	1
4	6	3	5	11	5	9	8	10	11	15	15	17	16	17	14	13	11	12	9	3	3	3	1
18	21	14	15	21	13	12	18	23	21	22	23	23	24	22	21	23	19	19	27	20	25	19	1
49	46	70	63	57	54	54	46	62	61	63	61	60	62	58	59	61	57	53	50	94	99	89	1
4	4	6	4	1	2	11	2	1	1	1	1	1	1	0	1	1	1	2	1	5	6	7	1
46	43	47	52	54	40	35	35	49	54	53	53	51	53	52	51	47	57	59	60	25	26	37	1
99	99	99	99	99	99	99	87	94	94	87	85	86	82	86	88	82	99	99	91	99	94	88	1
52	54	60	54	50	49	45	60	50	52	54	51	51	50	54	49	54	49	49	47	57	58	62	1
59	60	63	56	62	69	53	80	61	61	57	59	62	66	60	68	60	61	61	62	54	61	54	1
40	41	43	42	44	35	48	28	44	43	46	47	44	44	45	46	45	42	42	41	47	46	47	1
28	26	29	31	36	24	30	30	32	33	30	28	32	33	31	30	33	37	38	34	25	21	23	1
15	15	13	14	10	14	10	25	10	10	10	10	11	11	10	10	9	11	11	12	9	6	6	1
5	7	14	9	12	5	9	6	9	11	13	13	13	13	13	14	13	13	12	9	8	9	10	1
93	93	82	86	61	99	84	89	77	75	75	74	73	73	73	69	70	66	63	72	83	88	93	1
82	83	91	85	82	83	81	76	88	82	77	76	85	86	84	73	90	82	82	92	99	99	92	1
49	47	68	56	79	35	39	48	58	63	62	64	62	59	61	66	61	77	77	55	76	67	78	1
42	40	37	48	44	40	41	50	47	47	42	42	42	41	42	44	44	44	41	37	45	40	43	1
62	61	61	61	35	55	45	68	47	43	42	39	37	37	37	41	41	36	35	47	71	73	62	1
46	45	48	48	64	36	44	42	61	62	64	64	62	59	63	61	69	65	63	66	49	53	46	1
1	1	3	2	0	1	1	2	2	1	2	3	3	3	2	4	2	0	0	2	4	4	3	1
96	99	95	99	99	93	99	99	99	97	89	88	87	86	90	94	85	95	92	95	92	91	90	1
51	51	63	59	64	59	48	66	60	65	62	62	60	57	62	65	65	67	69	69	65	59	70	1
12	11	13	13	13	10	12	11	17	13	14	13	11	11	13	13	13	13	13	9	13	13	15	1
83	83	90	86	74	82	72	79	72	70	67	67	69	68	77	65	69	75	75	58	88	98	71	1
